id,question1,question2,is_duplicate
321260,Is there a possibility that Jon Snow is Daenerys Targaryen's step-brother?,Jon Snow may not be a bastard after all. I feel he is Targaryen. Who could his mother be?,0
159280,What are some things a visitor to Japan absolutely should not do?,I'm in Japan for 12 weeks as an exchange student. What are some things I absolutely must do before I leave?,0
151041,How do I increase my chest and arms size? On which exercises I should emphasize?,How are the orders of a court conveyed to the concerned authorities?,0
46587,"What are the diameters of Domino's large, medium and regular-sized pizzas?",Is Pizza Hut's large pizza the best size for the value? Why or why not?,0
46979,How does Balaji Vishwanathan manage to answer every question? How does he keep himself updated about every topic?,How does Balaji vishwanathan stay updated with current affairs in every topic?,1
22642,Why is share price of Ashok Leyland coming down even with good fundamental?,Can I buy Ashok Leyland shares at 90 and hold it for 6 months for better returns?,0
104791,How have Hillary Clinton and Donald Trump each been preparing for the first 2016 presidential debate?,How did Hillary Clinton and Donald Trump each prepare for the first 2016 presidential debate?,1
283973,"If I drink a gallon of water a day and I urinate more than 8 times day is that considered ""frequent urination""? Could that be linked to a possible case of diabetes?",Most of the day I have a dry mouth and am sometimes thirsty. Is this normal or am I suffering from Type 1 Diabetes? Or should I drink more water?,0
295775,Did Billy the kid really have buck teeth? Or was he talking when the photographer snapped the photograph of him?,What is the reason why the Civil War is considered the first modern war?,0
107615,"Does a big eCommerce player like Lazada, Zalora, etc. build their own eCommerce backend or use open source?",Where can I find a multi vendor eCommerce software (open source)?,0
181976,I quit Royal Dutch Shell 2 years ago as a grad and now want to rejoin. Is it possible?,I am 18 1/2 years old now and I want to join the Indian police. How can I join?,0
267443,"For an online coding course, how much is a certificate from premier institute like BITS Pilani worth? Should I pay 10K extra for this certification?","For an online coding course, how much is a certificate from premier institute like BITS Pilani worth? Should I pay 7.5K extra for this certification?",0
326700,Will the AAP win in the Punjab assembly elections? And what about Goa?,"What are the chances of AAP winning the forthcoming state elections in Punjab, Goa and Gujarat?",0
252450,Which is the best country to do an MS in Mechanical Engineering?,Which is the best country to pursue an MS in mechanical engineering?,1
330044,Which is the best package to make a GUI where fortran programms can be embedded?,What's the future like for companies that are specialized in Importing and Exporting? Will Wholly Subsidiaries eliminate the need of those companies?,0
313089,What are some of the parallel concepts in Hinduism akin to modern ideas and theories of astrophysics?,Where did the idea of parallel universes come from? How do parallel universes coexist? Can they cross each other?,0
5135,"I am working as AS400 operator. I want to learn AS400 admin, how do I have to learn it?",Which is the best programming language to learn for hacking? What are some books for beginners?,0
389950,Are back-end developers more respected than front-end developers?,Why does bid rates differ in fb adverts in different ad accounts for the same audience?,0
342696,What is the difference between Spring Boot and the Spring framework?,What are the differences between Java Swing and Java Spring? And how about Spring vs MVC?,0
115624,Two hot copper and steel balls long sitting in a perfect thermos flask. Would they attain the same temperature and radiation spectrum?,Two hot copper and steel balls long sitting in a perfect thermos flask- would they attain the same temperature and radiation spectrum?,1
83326,How do I stop feeling awkward after my coworker asked me out?,Can I get traffic to my site by copying content from other websites? Will it hurt my SEO and rankings?,0
344304,How should I prepare and what are materials to refered for WAT/GD/PI for IIM PGDM selection process?,What is the best way to prepare for the second stage of the IIM selection process?,1
339041,How many keywords are there in Comega Programming Language in the latest version?,How many keywords are there in Eiffel programming language in the latest version?,0
40394,Is there any hope of special round by csab 2016 to fill vacant seats in nits and gfti?,If the spot round is not held by JoSAA 2016 and there are some vacant seats available in some institutes can I request the institute to admit me?,1
126461,"What are all the possible rational zeros for f(x) =6x^3+6x^2-15x-2 If f(x) =x^3+4 and g(x) =x+3, find [g*f] (2)?",What are all the possible rational zeros for f(x) =x^3+8x+6 What is 3 [f(x+2)] if f(x) =x^3+2x^2-4?,0
103676,What would the immediate effect on a person be who fell into a pool containing nuclear reactor fuel rods?,Nuclear Reactors: What happens if someone fell in the spent fuel pool?,1
257822,I am a 13-year-old boy that wants to learn how to program video games. What programming languages should I learn? How do I get started?,What programming languages should I learn for video game development?,1
115570,Are there any type of adverse effects after using Booty Pop Cream?,Are there any adverse health effects from microwaving water instead of boiling it?,0
106304,Girls: do you pretend to enjoy conversations with guys? In real life and on social media?,Ranbir Kapoor and Sachin Tendulkar have admitted they do not enjoy interacting with people in real life. Is this a sacrifice to remain focussed or just a coincidence?,0
6797,What is that bad habit that you're remorseful about and had sworn many times not to do again but you still find yourself coming back to?,What do you hAve to say about time travel (I am not science student but I read it on net and its so exciting topic but still no clear idea that is it possible or it's just a rumour)?,0
394596,What are the main reasons why students from Rider University don't graduate on time?,What are the main reasons why students from Andrews University don't graduate on time?,0
256966,What do you think about the Indian Government policy of not circulating INR 500 and INR 1000?,What do you think of abolishing 500 and 1000 Rupee Currency notes by the Indian Government?,1
78748,What are the pros and cons in the various sectors of the Indian economy by banning Indian Rupees of 500 and 1000 notes? What lead to this short notice by PM Narendra Modi?,What are the benefits of banning 500 and 1000 rupees in India?,1
332377,I could easily ejaculate by lying face down and placing my penis between my testicles while thinking of erotic things does it reduce my sperm count?,I could easily ejaculate by lying face down and placing my penis between my testicles while thinking of erotic things. Does it reduce my sperm count?,1
166270,What's the most embarassing thing you did in front of your crush?,What's the most embarrassing thing that's happened to you in front of your crush?,1
317764,Does Facebook messenger use a lot of data if you're just sending text messages?,"Why did a guy stop texting me, when we used to text a lot? He just stop answering me suddenly, so should I text him again?",0
126307,What does it mean if a girl that I met at a party (we told each other only are names) sent me a friend request on Facebook?,I chat with this girl but when we met at a carnival both of us didn't talk to each other. Her best friend told me to stop persuing her. What do I do?,0
44214,Which religion from A Game of Thrones (A Song of Ice and Fire) would you follow? And why?,Which countries allow RCI (Rehabilitation Council of India) Licence psychologist to practice?,0
377446,What are the best plans for a healthy young person to choose from on the Vermont individual Health Insurance Exchange? Why?,What are the best plans for a healthy young person to choose from on the Oregon individual Health Insurance Exchange? Why?,0
172948,What are some tips on making it through the job interview process at A.O. Smith?,What are some tips on making it through the job interview process at Smith & Wesson?,0
255272,"Do girl's like cute guys, the guys with boyish looks rather then very manly looks?","Why don't small, cute girls like small boys like them, but rather prefer taller or a mature looking guys?",0
207171,"My best friend is better than me in everything. He's funny, witty, very intelligent, good at sports, music, writing, you name it. His being happy causes me happiness, but at the same time, there's a twinge of jealousy. How can I overcome this?",My best friend is very unhappy and I really want to help her. She recently told me that she has never been happy in her entire life. What can I do?,0
257210,Is there any companies building sci-fi tech products offering internships?,I completed my B.Tech in ECE in 2014 and I am searching for a job. Which companies are offering the best internships?,0
160883,What do companies or startups think of job candidates who have studied Machine Learning through Udacity's Machine Learning nanodegree?,"Does Udacity's machine learning ""nanodegree"" justify the price?",0
93387,Meaning of when your ex-girfriend blocks on all social media?,What is the year-on-year variance % in trade volume between India and China in the last 5 years?,0
332704,What are some awesome things to do in Sydney that are not in the standard guide books?,What are some awesome things to do in Tokyo that are not in the standard guide books?,0
122983,Are YouTube partners who upload copyrighted video more likely to get their videos taken down than normal YouTube users?,Is it allowed to upload a video that contains copyrighted material and keep the video as private without monetizing in YouTube as a YouTube partner?,0
357591,Why did the National Media of India is always Northern biased?,Why the National Media in India is always pro-Northern media?,1
212130,If a beautiful lady wanted to get naked on the job interview cause she wanted to feel free would you let her?,If a beautiful lady wanted to get naked on a job interview should she be allowed?,1
129205,What are some small restaurant chains in Michigan? (under 10 locations),What are some small restaurant chains in Boston? (under 10 locations),0
231872,What are some tips on making it through the job interview process at Tahoe Resources?,What are some tips on making it through the job interview process at Resource America?,0
390227,How can a chemical engineer get an internship at any oil and gas companies?,How can a chemical engineer get an internship at any oil and gas company in India?,0
66854,When cars become driverless won't that have the unintended consequence of making organs for transplant scarce?,"What are the things you figured out about high school, only a long time after leaving it?",0
219692,I am a B.Tech mechanical engineering fresher. What are the benefits of doing a CQC specialization course for a fresher? What will be the opportunities for a fresher after this specialization?,What is the salary of a B.Tech in mechanical engineering student fresher along with QC QA certificate?,0
120274,"Why do some computer programmers develop amazing software or new concepts, while some are stuck with basic programming work?","Why do some computer programmers develops amazing softwares or new concepts, while some are stuck with basics programming works?",1
93109,How can you see exactly how may answers a question on Quora has when it says 100+ answers?,Is there any way to see exactly how many answers a question has?,0
349459,What are some examples of Trump's unfair treatment by the media?,"Why does Trump spend so much time talking about people (media, reporters, etc.) being ""unfair"" with him?",0
351650,Which are the best GATE coaching classes in Bangalore for mechanical engineering for 2017?,Which are the best GATE coaching classes in Bangalore for mechanical engineering?,0
311833,How does one downgrade from Windows 10 (genuine) to Windows 8.1?,How do I downgrade to Windows 7/8/8.1 from Windows 10 OS version?,0
110922,How much does it cost to repair a broken iPhone 6s screen in Bangalore?,How much does it cost to replace a broken iPhone 6s screen in India?,0
285767,Is it possible to upgrade my Coolpad Note 3 lite mobile to Marshmallow?,Is it possible to upgrade my coolpad note 3 light mobile to marshmallow?,1
92949,Which are the most excellent spy thriller movies of all time?,What are some of the least appreciated thriller movies of all time?,0
367249,What should be the server hosting cost as a % of revenue and gross margins for a financial app on SAAS for a sustainable business model?,Can your gross margin be too high? What can be the problems that come from trying to sustain a high gross margin rather than letting it fall?,0
267497,"I have completed my LLB with first division from the University of Delhi, India. I am also registered with the Bar Council of India as a lawyer. I wish to work in California, USA. How can I do that? And what are the job profiles I am eligible for?",I got 37% at graduation from Burdwan University. Am I eligible for an LLB from DU in 2016?,0
389530,Why isn't it easy to block calls from a particular phone number?,Is there any way by which we can block all calls and sms from a particular number?,1
30812,"My face skin is so dry, which cream or facewash should I use?",What is the best face cream available in India that makes skin glow?,0
64934,How do you get an inactive Instagram account moved to available?,"I temporarily disabled my Instagram account, but I can't log into it anymore. Why can't I log into it?",0
51796,What are the most interesting products and innovations that United Technologies is coming out with in 2016?,What are the most interesting products and innovations that Marvell Technology is coming out with in 2016?,0
399375,What universities does L Brands recruit new grads from? What majors are they looking for?,What universities does Viasat recruit new grads from? What majors are they looking for?,0
181462,How do birthday traditions in Germany compare to the ones in Belgium?,How do birthday traditions in Germany compare to the ones in Argentina?,0
397723,What are some unexpected things first-time visitors to Kazakhstan notice?,What are some unexpected things first-time visitors to Germany notice?,0
380074,How good is Oracle Financial Services for financial operations?,Should I work for Oracle Financial Services Software or pursue an M.Tech at IIT?,0
189924,What has been the recent average package for delhi school of economics?,What can be my possible salary after pursuing MA in economics from Delhi School Of economics?,1
163211,How does deep learning work and how is it different from normal neural networks applied with SVM?,How can we learn a deep neural network with a non-differentiable objective?,0
331976,What is the difference between electronics engineering and electronics and telecommunication? Which one is better among them in terms of all aspects?,Why do we define bandwidth as range between frequencies corresponding to half power point and not any other point? Is that point special?,0
111885,"I know nothing about programming, but I want to make a bot, is there a site that teaches pure beginners? If not, how should I start?","I know nothing about programming, but I want to make a chat bot, is there a site that teaches pure beginners? If not, how should I start?",1
133399,How can you fight a car insurance company that only offers to pay you 50% of your claim?,How can I sue an insurance company that's not approving my claim?,0
348920,How will Brexit's exit from European Union affect the Indian economy?,How does the exit of Britain from European Union affect the Indian economy?,1
35530,Do Japanese people think they look like Chinese/Korean people?,Why do some Chinese and Japanese dislike Koreans？I see many people scorn Koreans. Are there any special reasons?,0
384681,"What specific factors, if any, led to Munchery receiving significantly more funding versus its competitors (Sprig, etc)?",Why does Planned Parenthood receive nearly half of its funding from the federal government? Why not raise private funds and avoid controversy?,0
153748,How does the HP OfficeJet 4620 Airprint compare to the HP Color LaserJet Enterprise M750n?,How does the HP OfficeJet 4620 Airprint compare to the HP DesignJet Z5200 44-in Photo Printer?,1
6663,What are the secrets only the wealthy know and the middle class is unaware of?,Does the wealthy class in the U.S. tend to have more hedonistic values than the middle and upper middle classes?,0
177813,"I Want to Die, Can I Donate My Organs In Order To Die In Peace?",Can I purchase insurance to cover my home in case my husband becomes disabled or die?,0
388387,What are the best career option for a Diploma holder in Electrical Engineering?,What is the best career option for an electrical engineer who is interested in coding?,1
341859,"Which popular Hindi songs/tunes can be played using only A,D, E, Am, Dm and Em chords?","If my song consists of the guitar chords Em and G, where on the fretboard do I play the solo?",0
190596,Can I study neurosciences in graduate school if I have bachelor degree in computer engineering or computer science?,"I've studied Computer Science Engineering and have a PG degree in Advertising, Media and Event Management. Can I pursue PG in NID or abroad?",0
57131,Forgot my Facebook password and email password. How can I log into Facebook?,How can I get my password back from Facebook if my email address doesn't exist anymore?,1
333892,"If universe expands and more space-time, dark/vacuum/gravitational energy are created with it, can infinite of these be created (potentially)?",If dark energy is being created with expansion can infinite of it be created?,1
241025,How do I fix a Sharp Printer that is not printing black ink and missing colours?,How do I fix a Samsung printer that is not printing black ink and is missing colours?,0
259223,What is the corporate culture like at Comfort Systems? How is the culture different than other companies?,What is the corporate culture like at Checkpoint Systems? How is the culture different than other companies?,0
268885,How do you know if you are in an emotionally abusive relationship?,What are resources I can use to know if I am emotionally abusive in a relationship?,1
204170,"Why are people, especially in the Middle East, Africa, Europe & most of Asia afraid of a powerful U.S., but not afraid of a powerful China?","Why is there a sudden influx of migrants into Europe in recent months, given that the wars in Africa/the Middle East started years ago?",0
310109,Which programming language should I learn if I want to develop gaming apps?,"I want to make Hacks, bots, cheats for games. I know 0 about programming. What programming language should I learn as a beginning?",1
137787,Can I rejoin in TCS after 1.5 years from separation. Am I eligible for hike?,Is it a wise decision to Leave Accenture and move to TCS after 2.5 years of experience and getting a hike of 50 %?,0
318241,What is the difference between a prime minister and a president and why do some countries have both?,Are prime minister Narendra Modi's foreign trips a drain on the Indian economy? Why?,0
227109,"I have started learning Python, how can I start on GitHub as I am a beginner on GitHub?",What is GitHub for a beginner and how to get started with it?,1
316877,"If you were to start your own business, what would it be and why?","If you have to start a business of your own, what would that be and why?",1
147402,How will the demonetization of Rs 500/1000 notes finish the black money in the market exactly?,Will banning Rs.500 and Rs.1000 notes help to solve black money and corruption?,1
36249,How do you convert direct speech into reported speech and vice versa including all cases?,"I feel weak at spoken English. I have sentences ready in my mind, but I can't speak it. What should I do?",0
378874,How does invalidating ₹500 and ₹1000 notes help us fight corruption and bring back black money?,If all ₹500 and ₹1000 notes were in circulation comes back to banks then how is demonetization a good step against black money?,1
398744,Why do people ask questions on Quora that can easily be answered by Google?,Why do so many people ask things on Quora that they could just as easily Google?,1
112348,What is the theory of evolution by natural selection and what are some examples?,What are the most amazing examples of evolution and natural selection?,1
299982,How can I hack my instagram account if I don't remember the email that I used to sign up for the account with?,"I have an old instagram account but I dont know the password or the email I used for it, and its not linked with my Facebook account. how do I delete it?",1
7976,Can you explain the darwin's correction in fine structure of hydrogen atom?,IHave 500 songs with no data what app can fix it automatically?,0
261451,Do I essentially have to be valedictorian to be accepted into an elite university like Stanford or Harvard?,What's it like to have parents who both attended Harvard (or any other elite universities)?,0
2666,What is the difference between a database analyst and a database administrator?,How do data analysts and data scientists interact with database administrators?,0
240142,I'm an architecture student. My lecturer taught me Sketchup. Now I want to take an extra course about 3d modelling. Should I have to study 3d max too?,Henry Ford established Ford. I want to establish my own car brand. I am an ECE student. Which course(s) I should take in future?,0
11019,Does a state police get age relaxation while appearing for CAPF AC exam?,Is there any age relaxation for a police personnel who wants to appear for the CAPF AC exam?,1
309355,Is it possible to recover an email deleted from the Gmail trash folder?,Is there any way to recover e-mails that were deleted from a Gmail account?,1
198944,What are some good jobs for an introvert who doesn't care for or can't do math?,What are the government jobs that doesn't care about career gaps in India?,0
124673,How will scraping of 500 and 1000 rupees notes help in curbing corruption and black money?,"Will demonetization of Rs. 500 & 1000 currency notes curb/eliminate corruption, black money and terrorism in India?",1
246075,Quora locked my answer for having a meme. I removed the meme and appealed a week ago but the answer is still locked. What should I do?,Quora has locked my answer for violating its image policy. I use an image of my signature on all answers. How can this be a violation?,0
47825,"Suppose, Hillary Clinton is the next U.S. President, what do we call her husband as? Former Gentleman?","If the United States has a female president, will her husband be called the first gentleman? What will Bill Clinton be called if Hillary is elected?",1
106806,What should be the resume format for an experienced candidate (1-2 year experience)?,As an entrepreneur what are 2 things you hope to have on your resume 8 years from now?,0
50851,What are the economic implications of banning 500 and 1000 rupee notes?,"What would be the effect on the Indian economy after banning 500 and 1,000 notes?",1
20514,How do dental offices typically buy services? What is the process and how involved are the dentists themselves?,How do vendors price an electronic wallet product for service providers? What are the factors involved?,0
37598,Has anyone tried midbrain activation for kids? Can anyone share their experience? .,If foreigners come to India to get enlightenment where would Indians go to get enlightened?,0
365516,How many red cards has Messi gotten in his professional career?,How many free kick goals were scored by Messi and Ronaldo in La Liga?,0
137283,What are the biggest culture shocks people face when coming to Kazakhstan?,What are the biggest culture shocks people face when coming to Boston?,0
115348,What are the best comments that we share on a girls picture to impress her?,My boyfriend likes every picture this girl posts on her Instagram and Facebook. Every single one. Does that mean he likes her and wants to date her?,0
391122,How many keywords are there in DART Programming Language in the latest version?,How many keywords are there in Python Programming Language in the latest version?,0
78103,Will the Borneo Pygmy elephants die out if the Malaysian government collapses?,What parameters should we consider in linear regression and can someone explain the significance of each output parameter?,0
143112,"What is the difference between Linux filesystems ext2, ext3, ext4, and ext5?","How many types of Linux filesystem are there e.g. ext3, ext4? What is the best one?",0
349215,What is the difference between supercharging and turbocharging?,What is the difference between a super charger and turbocharger?,1
178874,If this guy shoots me in the forehead at close range with a 50AE Desert eagle what would happen with me?,It's it feasible to survive a shot in the head or the heart with a Desert Eagle 50AE at close range when 300 grain hollow points are used?,1
160326,How can I get back my Facebook account that I forgot its password?,How can I delete an old Facebook account that I forgot it's password?,0
11960,What are some disadvantages to spending time in the military?,Why is the US still worried about other countries' defense budgets while the US' military spending is a light year ahead of other countries?,0
283011,What is the corporate culture like at MSC Industrial? How is the culture different than other companies?,What is the corporate culture like at PPG Industries? How is the culture different than other companies?,0
163776,"In Eurofours pastry deck oven, what is the top and bottom temperature settings for meringue, macaron, crème brûlée, cakes and cookies, and choux pastry?",What temperature to keep the top rod of an oven just to give the top of a cake a nice brown color without drying the cake?,0
317868,Where can I get professional advice for buying and selling a property in Sydney?,Where can I get quality support to make a successful property transaction process in Sydney?,1
370455,What are some things new employees should know going into their first day at Sun National Bank?,What are some things new employees should know going into their first day at Bridgehampton National Bank?,0
147995,What is bad karma? How do Buddhists believe karma can be changed?,What is the meaning of bad karma and how do buddhist compare it to good karma?,1
199329,Will a LPG cylinder explode if kept unshaded under direct sunlight?,How can one know how much gas is left in domestic LPG cylinder?,0
1290,I am 36 year old divorced female. I seem incapable of fulfilling my dream of being married and having a family. Is there a way?,"Quora, may I have three million dollars to fulfill my dream within 4 years?",0
154625,Why are a lot of black people portrayed with white hair in anime?,What's the difference between a black haired white guy and a blonde haired white guy? Are they different breeds?,0
370902,I lost my Android phone recently and tried using the Android Device Manager. It says it was last online today but wasn't able to locate it. Is there any other method to locate it?,Does the Android Device Manager app use the internet on a device that you are locating?,0
387165,What universities does Marvell Technology recruit new grads from? What majors are they looking for?,What universities does Akamai Technologies recruit new grads from? What majors are they looking for?,0
303323,"If a batsman hits a ball and the ball splits into two with one half being caught by a fielder and the other going for a six, what would it be?",If a batsman hits the ball and it hits non striker who has his both feet in the air and then flies back to batsman and then batsman hits it again but edges it to stump - is he out?,0
94425,What are some best movie dialogues suggesting management principles?,Which is the best superhero movie and the best dialogue of that movie?,0
352797,What are some nice places to spend time with my girlfriend in and around gurgaon?,What are some nice places to spend time with my girlfriend in and around Bhubaneswar?,0
255881,What do you think should be India' s stand after today' s URI terror attack?,What are the possible options for India to deal with Uri terror attack?,1
355665,Two cards were drawn without a replacement from a pack of 52 cards. What is the probability that they are both kings or both queens?,"Two cards were drawn, without replacement, from a pack of 52 cards. What is the Probability that they are both Kings or both Queens?",1
248904,I have written a paper on Phygital marketing. How do I publish this paper? Also how do I ensure copyrights for my paper?,How do you take virality into account in the computation of LTV for mobile games?,0
87394,Why does my clutch automatically releases when on a downhill while on 4th gear?,When I'm driving a two wheeler I shift gears without disengaging the clutch. What is the effect of this on my two wheeler?,0
12111,"If I wanted to transfer over $1 million abroad (say, to purchase property), how much of a delay can I expect.?","If I am self-employed making over $1 Million USD, how can I use the Cayman Islands and/or Panama to reduce my overall tax liability?",0
245474,"Can the UPSC exam be cracked without taking coaching classes? If yes, how?",How do I crack IAS exam without coaching class and bearing a poor education backgrounds and financial shortage?,0
183558,Which are the best NGOs to join in Ahmedabad which I can join as a volunteer and contribute to society?,"What are the NGOs I can join in Visakhapatnam as a volunteer, preferably on weekends?",0
147145,Is it harmful if I masturbate 3-4 times daily? If yes then what can happen? I'm an 18 year old boy.,I'm an 18 year old boy and I've never kissed a girl before. Is something wrong with me?,0
340854,"What hotel in Shillong Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?","What hotel in Wayanad Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?",0
54709,"What are the differences between consequentialism, deontology, and virtue ethics?",What are examples of consequentialism and deontology ethics in industries?,0
323274,"Which is a good solar panel installation provider near Malibu, California CA?","Which is a good solar panel installation provider near Meridian, California CA?",0
373635,Which Square rod 10mm or 12mm is good for safety grill of windows?,What are some of the best papers related to the study of Cancer in 2016?,0
113827,I am an international student in the US - do I have to leave if Trump wins?,I am an Indian student going to the US in Fall 2016. How bad will it be for international students if Trump gets elected as President?,1
116961,What do supporters of the Black Lives Matter Movement think about Black-on-Black crime?,Why isn't Black Lives Matter focusing on black on black crime at all?,1
270718,How do Atul Gawande and other polymaths get everything done? What have they given up to be successful?,"I have everything I thought I wanted, and I'm still not happy. Why?",0
34158,My friend's daughter was just arrested in Tahiti for possession of meth that she sent herself from California. Does anyone know the law there?,I'm worried that my daughter will kill herself. She is moving out in just a week. How can I stop her?,0
318202,What is a good workout routine to lose weight and gain muscle?,What is the best workout routine for an ectomorph to gain muscle mass?,0
185939,Why don't many people posting questions on Quora check Google first?,Why do people ask Quora questions which can be answered easily by Google?,1
21791,I need to join Hindi spoken classes. What are the best institutes in Hyderabad?,I need to join English and Hindi spoken classes. What are the best institutes in Hyderabad?,1
69557,What's the best OS for a laptop of an electronic music producer/DJ and why?,What was the transition like going from being a regular music producer to becoming a DJ?,0
359139,"How do you get a story book started, that would catch the interest of George Lucas?",What are some of the most interesting stories about how lucky a person can get?,0
394870,What are some tips on making it through the job interview process at HMS Holdings?,What are some tips on making it through the job interview process at City Holdings?,0
246570,What all accounting and compliance formalities need to be done by a startup in India?,How difficult is it to get legal formalities done for a startup in India?,0
204315,What are some interesting tactics which freedom fighters used against the English government before independence?,Was M K Gandhi a genuine freedom fighter? Was he really the reason behind India's independence? What could we learn from his life?,0
356163,"What happens if you push a nurse who is trying to keep you physically from leaving the ER and then they attack back, punching in the face? How are they not in trouble too?","Doctors, whats the ethical dilemma you face from a child who visits ER often and have no health plan?",0
84644,What are some mind-blowing wallets that exist in 2016 that most people don't know about?,What are some mind-blowing Wallets that most people should have?,1
113400,"If you woke up during a Zombie Apocalypse, which five Quora members would you want in your crew and why?","If you could choose 4 Quora members to be part of your 5 person Zombie Apocalypse Survival Team, who would they be and why?",0
392598,Are there any career option for a Physical Science graduate in Egyptology?,Are there any career options for a Physical Science graduate in Egyptology?,1
32065,Will social media ever help to spur on the US younger generational voters to realize how important it is to vote in midterm elections?,Will social media ever help to spur on the US younger generational voters to realize how important it is to come out and vote in midterm elections?,1
22140,Is there a character profile sheet for creating a detective I can use?,Is Aadhar card issued if finger print quality bad while enrolling?,0
70079,"I used to rock back & forth, sometimes in circles, when gaming or watching TV. Am I autistic? I was diagnosed w OCD & ADHD; could this be my problem?","I used to rock back and forth - sometimes in circles, when gaming or watching TV. Am I autistic? Could it be because of my ADHD/ADD or OCD?",1
135785,What things should you ask someone to bring from the US to use in India?,"What are things people should buy in USA and bring to India which are innovative, useful and not available in India? Something from Amazon",0
159441,What is the differences between being in love with someone or loving someone?,Is there really a difference between loving someone and being in love with them?,1
58394,Does my dog think I'm immature? Why did she growl and show her teeth to me?,Crush : Why does my crush secretly stare at me ? Is she also interested in me ? Should I talk to her? Do you think she has bf?,0
90894,What is the difference between urban design and landscape architecture?,What is the difference between tiered and layered architecture?,0
262068,What typically happens to an employee who works for a company that Google acquires?,What happens to the employees of a company acquired by Google?,1
344769,What individuals and events in history are a source of pride for Fiji?,What individuals and events in history are a source of pride for Canada?,0
11108,I want to buy a golden retriever puppy. What things must I know so that I can take good care of it?,Is a shelter or rescue dog easier to take care of than a puppy?,0
234752,"Identity: In India or otherwise, is there any way to know what are all the mobile SIM cards that are active in my name/address?",Can I know which sim card is activated in my mobile through imei number?,0
247633,How did people wrap presents before Scotch tape was invented?,What is the difference between Scotch magic tape and Scotch transparent tape?,0
402074,"What is a suitable solar panel installation provider near San Fernando, California CA?","What is a suitable solar panel installation provider near San Marcos, California CA?",0
213333,"I have a drug test at 3 next tuesday, its friday. I stopped smoking meth today. will I pass my urine test?","I smoked a bowl of crystal meth on Friday. I'm 5'4"" and 187lbs. Will I be able to pass a urine drug test on Wednesday for drug court?",1
217759,Which is a good inpatient drug and alcohol rehab center in Lumpkin County GA?,Which is a good inpatient drug and alcohol rehab center in Tattnall County GA?,0
348438,"What's the number one feature that the Wikimedia Foundation would like to have on their websites, but have not yet implemented due to technological or human resources constraints?",What could the Wikimedia Foundation do to help rare language Wikipedias? Could they pay money to top contributors in contrary to their usual policy?,0
234635,I need information on the history of toilets starting from pre-civilisation to modern times. Can anyone help?,"I want to make a book of my family history and their stories. Should I start at modern time and go back through the generations, or vice versa?",0
354503,What universities does Govt Properties recruit new grads from? What majors are they looking for?,What universities does Rouse Properties recruit new grads from? What majors are they looking for?,0
387727,"When husband always tells me to shut up, keep silence and never sits down to talk to me. What should I do?",Which is the best institute to learn about import export trading practically in Tamil nadu?,0
241663,"If you could change something about the current education system, what would it be?","If you could change anything about education, what would it be and why?",1
28498,Why did President Obama wait so long to show a birth certificate?,Is it possible that Hawaii state officials forged a doctor's signature on President Obama's long-form birth certificate?,0
33568,If a war erupts between USA and Russia who will eventually win?,"If USA goes to war against Russia tomorrow, who would be likely to win in the end, if any?",1
365305,Why do some people identify as different from their birth gender and do psychiatrists accept this as normal?,Why do people think that people are born with a particular sexuality but that gender itself is socially constructed?,0
164574,I want to start selling eBooks on my own website targeting Indian customers.there going to be no partners or employees. I have few queries?,Can I link to youtube videos on my commercial website or in an ebook I sell?,0
202289,Can u give me a series or movie specially series that depend on mind very much?,"I keep getting in trouble. I'm told it's because I'm too ""strong-willed"" and combative. How do I change my personality so this won't happen anymore?",0
336917,What is the scope for building technology and building sciences masters degree in architecture?,What is it like to study masters in building science without architecture background?,0
200428,"If Hillary or Trump were to die before the election, who would take his/her place?",What would happen if a presidential candidate were to die the day or week before an election?,1
271624,"Was the ""no call"" on Clemson's pick (screen) of the Alabama DB on the last TD of the 2017 CFP Championship game simply a blown call by the referees?","Who will win the 2017 NCAA football championship, Alabama or Clemson?",0
126488,I am building a resume builder website using PHP and MySQL. I am just a little bit familiar with PHP and I need to make a login page. So what is the flow to create a log in page?,I am learning PHP from the websites like Codecademy and W3Schools. What should be my first basic project in PHP that I can show in my resume?,0
283585,Which is better Hitachi 1.5 Ton 5 Star Summer TM RAT518HUD Window Air conditioner vs Hitachi 1.5 Ton 5 Star Kaze Plus RAW511KUD Window AC?,Which is better Hitachi 1.5 Ton 5 Star Summer TM RAT518HUD Window Air conditioner vs Hitachi 1.5 Ton 5 Star Kaze Plus RAW511KUD Window AC ?,1
145590,What is the difference between Medel's law of segregation and law of independent assortment?,How does the law of independent assortment compare to the law of segregation?,0
50691,What determines whether a child gets an innie or outie belly button?,Why does my navel/belly button itch? How can I get rid of the itchiness?,0
250237,I'm gay and my best friend is straight. He taunts me with his body knowing I'm attracted to him. I've never voiced my displeasure. How do I get it to stop?,I'm in love with my best friend. I'm gay; he's straight. What should I do?,0
351067,What are the most prominent theories of what caused the Big Bang?,What caused the big bang and has there been more than one bang?,1
252726,What are some best innovative final year electrical engineering projects?,What are some cool final year projects for electrical and electronics engineering students?,1
